"studentID","firstName","lastName","email","section","courses","regularity"
"55-86133","Kurt","Harper","kurt.harper@example.com","1c","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"45-28845","Andy","Elliott","andy.elliott@example.com","1c","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"48-25768","Gabriel","Harvey","gabriel.harvey@example.com","1c","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"81-83728","Kenzi","Steeves ","kenzi.steeves@example.com","1c","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"24-11335","Judd","Pierce","judd.pierce@example.com","1c","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"46-80247","Cecil","Freeman","cecil.freeman@example.com","1c","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"17-15001","Camila","Hunt","camila.hunt@example.com","1c","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"22-33876","Elaine","Wilson","elaine.wilson@example.com","1c","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"51-07750","Adam","Carroll","adam.carroll@example.com","1c","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"50-18134","Bernard","Meyer","bernard.meyer@example.com","1c","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"58-64245","Edgar","Ramirez","edgar.ramirez@example.com","1c","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"37-40876","Ray","Byrd","ray.byrd@example.com","1c","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"33-65205","Calvin","Curtis","calvin.curtis@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"27-86887","Tonya","Douglas","tonya.douglas@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"84-61650","Edna","Fowler","edna.fowler@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"27-44826","Leslie","Stewart","leslie.stewart@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"01-38573","Derek","Torres","derek.torres@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"46-18277","Esther","Williamson","esther.williamson@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"43-33475","Landon","Byrd","landon.byrd@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"20-74123","Douglas","Dean","douglas.dean@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"72-75060","Christine","Lambert","christine.lambert@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"76-67858","Sonia","Wagner","sonia.wagner@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"04-64707","Mary","Beck","mary.beck@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"10-07276","Dave","Webb","dave.webb@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"10-83687","Claire","Harvey","claire.harvey@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"62-78614","Vicki","Gonzalez","vicki.gonzalez@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"02-35662","Louis","Harvey","louis.harvey@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"64-00328","Lauren","Duncan","lauren.duncan@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"44-87784","Carter","Rhodes","carter.rhodes@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"65-84852","Marion","Horton","marion.horton@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"61-83117","Janet","Pena","janet.pena@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"63-53206","April","Byrd","april.byrd@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"25-13241","Mason","Simmons","mason.simmons@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"21-35615","Keith","Ward","keith.ward@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"74-80513","Edwin","Lane","edwin.lane@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"37-58176","Connor","Montgomery","connor.montgomery@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"16-45424","Charlotte","Woods","charlotte.woods@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"83-07258","Ken","Cole","ken.cole@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"32-07312","Tonya","Gomez","tonya.gomez@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"53-27865","Tara","Morales","tara.morales@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"25-32866","Philip","Gonzales","philip.gonzales@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"36-74138","Jerry","Hopkins","jerry.hopkins@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"12-01571","Lena","Lawrence","lena.lawrence@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"28-75812","Vanessa","Vargas","vanessa.vargas@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"60-00363","Manuel","Duncan","manuel.duncan@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"28-26748","Wilma","Herrera","wilma.herrera@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"21-10274","Tyler","Lane","tyler.lane@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"11-87866","Sylvia","Stanley","sylvia.stanley@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"46-27377","Jon","Foster","jon.foster@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"85-42074","Micheal","Terry","micheal.terry@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"23-30284","Pamela","Kuhn","pamela.kuhn@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"72-64865","Sergio","Wallace","sergio.wallace@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"85-58118","Derek","Austin","derek.austin@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"86-45465","Andrew","Craig","andrew.craig@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"06-14200","Delores","Arnold","delores.arnold@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"40-73242","Matthew","Rice","matthew.rice@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"50-75234","Freddie","Wheeler","freddie.wheeler@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"06-00844","Letitia","Reyes","letitia.reyes@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"36-57251","Ramona","Brooks","ramona.brooks@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"35-20434","Alyssa","Alexander","alyssa.alexander@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"52-25586","Alyssa","Warren","alyssa.warren@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"24-47423","Christina","Pierce","christina.pierce@example.com","1d","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"50-71845","Zachary","Jones","zachary.jones@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"65-56223","Ann","Collins","ann.collins@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"02-47525","Darlene","Hansen","darlene.hansen@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"62-85820","Frances","Elliott","frances.elliott@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"71-85204","Sebastian","Green","sebastian.green@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"64-62160","Avery","Ramos","avery.ramos@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"01-18244","Tracy","Ruiz","tracy.ruiz@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"27-88671","Virgil","Medina","virgil.medina@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"82-50325","Jeanne","Flores","jeanne.flores@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"10-31785","Roy","Duncan","roy.duncan@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"48-43588","Clarence","Griffin","clarence.griffin@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"64-46370","Chloe","Carroll","chloe.carroll@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"00-38386","Ronnie","Barrett","ronnie.barrett@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"26-58287","Kristin","Fowler","kristin.fowler@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"66-68474","Juanita","Lawrence","juanita.lawrence@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"70-60737","Alberto","Graham","alberto.graham@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"76-32730","Raul","Harris","raul.harris@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"67-72477","Landon","Williams","landon.williams@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"67-56776","Emma","Watkins","emma.watkins@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"48-57078","Sue","Mckinney","sue.mckinney@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"83-47110","Dennis","Lowe","dennis.lowe@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"26-78060","Jacob","Alexander","jacob.alexander@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"03-71680","Bill","Barrett","bill.barrett@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"05-45517","Johnni","Freeman","johnni.freeman@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"55-88346","Pearl","Lee","pearl.lee@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"83-87078","Bessie","West","bessie.west@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"55-73447","Carmen","Simmmons","carmen.simmmons@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"76-15668","Harry","Adams","harry.adams@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"21-62713","Joel","Jimenez","joel.jimenez@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"78-20706","Alma","Hall","alma.hall@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"44-12456","Terry","Graves","terry.graves@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"48-85782","Charlene","Lawson","charlene.lawson@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"74-40080","Floyd","Hunt","floyd.hunt@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"54-48075","Seth","Wright","seth.wright@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"40-32508","Victoria","Mcdonalid","victoria.mcdonalid@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"27-28334","Neil","Craig","neil.craig@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"77-40483","Ava","Ryan","ava.ryan@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"45-76047","Ricky","Ruiz","ricky.ruiz@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"08-78851","Jacqueline","Thompson","jacqueline.thompson@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"38-07321","Rita","Evans","rita.evans@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"31-61773","Kaylee","Butler","kaylee.butler@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"84-55631","Willie","Bishop","willie.bishop@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"80-28313","Eric","Thomas","eric.thomas@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"66-11330","Taylor","Russell","taylor.russell@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"88-40101","Raymond","Lowe","raymond.lowe@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"43-56743","Jeremiah","Patterson","jeremiah.patterson@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"70-38403","Rose","West","rose.west@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"14-00347","Kelly","Hill","kelly.hill@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"61-28054","Deanna","Rose","deanna.rose@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"03-17766","Amelia","Hughes","amelia.hughes@example.com","1e","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"12-77426","Glen","Hawkins","glen.hawkins@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"28-17331","Sophia","Curtis","sophia.curtis@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"70-70737","Tonya","Evans","tonya.evans@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"31-10053","Andrew","Coleman","andrew.coleman@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"47-61516","Roberta","Mitchelle","roberta.mitchelle@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"05-30741","Nicholas","Franklin","nicholas.franklin@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"43-06416","Courtney","Graham","courtney.graham@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"16-40581","Jamie","Simmmons","jamie.simmmons@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"17-81018","Harold","Black","harold.black@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"13-47847","Willard","Jennings","willard.jennings@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"84-46188","Allison","Murray","allison.murray@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"47-65416","Pat","Jones","pat.jones@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"26-41428","Julie","Obrien","julie.obrien@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"20-35300","Judd","Vargas","judd.vargas@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"61-64350","Andre","Cole","andre.cole@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"77-16826","Flenn","Payne","flenn.payne@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"83-28843","Jimmie","Brewer","jimmie.brewer@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"31-37652","Phillip","Mills","phillip.mills@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"84-56471","Kirk","Shelton","kirk.shelton@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"00-51280","Larry","Fowler","larry.fowler@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"63-84018","Hector","Collins","hector.collins@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"17-38512","Emily","Spencer","emily.spencer@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"51-83814","Gary","Alexander","gary.alexander@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"44-42285","Kelly","Price","kelly.price@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"24-16268","Johnny","Jensen","johnny.jensen@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
"50-70841","Norman","Hicks","norman.hicks@example.com","1f","[TCCALC2,TCEPHY1,CPEPRO2,TCEDATA,CPEMATH,HISTORY,GENDSOC,PATFIT2,NSTP-02,]","regular"
